Id,Name,Age,Nationality,Team,Contract,Height,Weight,Preferred Foot,Overall,Potential,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Total Stats,Base Stats,International Reputation
253892,E. González,30,Uruguay,Club Atlético Rentistas,"
2021 ~ 2021",179cm,72kg,Right,65,65,65,RB,0,"Apr 22, 2021",N/A,€625K,€500,1527,327,1 
220357,J. Bajandouh,28,Saudi Arabia,Al Shabab,"
2020 ~ 2023",178cm,80kg,Right,65,65,65,CDM,0,"Jul 1, 2020",N/A,€625K,€8K,1717,352,1 
231109,A. Ndom,25,France,AJ Auxerre,"
2019 ~ 2022",188cm,86kg,Left,65,72,67,CB,7,"Jul 30, 2019",N/A,€1.3M,€2K,1699,361,1 
166853,D. Charles,33,England,AFC Wimbledon,"
2021 ~ 2022",185cm,85kg,Left,65,65,65,CB,0,"Jul 3, 2021",N/A,€350K,€2K,1527,321,1 
244421,N. Stojišić,23,Serbia,Vegalta Sendai,"
2021 ~ 2022",202cm,90kg,Right,65,71,65,GK,6,"Jan 20, 2021",N/A,€925K,€1K,1141,364,1 
263366,A. Ndour,20,Senegal,Belenenses SAD,"
2020 ~ 2025",192cm,75kg,Right,65,74,67,ST,9,"Oct 20, 2020",N/A,€1.6M,€2K,1521,328,1 
218054,K. Vida,26,Hungary,Piast Gliwice,"
2020 ~ 2023",177cm,76kg,Right,65,66,65,LM,1,"Feb 26, 2020",N/A,€850K,€3K,1613,354,1 
155334,Kang Min Soo,35,Korea Republic,Incheon United FC,"
2021 ~ 2022",186cm,74kg,Right,65,65,65,CB,0,"Jun 30, 2021",N/A,€190K,€1K,1570,326,1 
225734,C. Hamilton,26,England,Blackpool,"
2020 ~ 2023",185cm,74kg,Left,65,66,65,RM,1,"Jul 27, 2020",N/A,€850K,€4K,1771,392,1 
243398,C. Braun,29,Germany,FC Botoşani,"
2020 ~ 2022",181cm,81kg,Right,65,65,65,RB,0,"Oct 21, 2020",N/A,€625K,€3K,1591,356,1 
251846,M. Velisar,22,Romania,Gaz Metan Mediaş,"
2019 ~ 2022",178cm,77kg,Left,65,69,65,LB,4,"Jul 1, 2019",N/A,€975K,€2K,1754,373,1 
252358,F. Michel,29,France,Grenoble Foot 38,"
2019 ~ 2024",172cm,63kg,Left,65,65,66,CAM,0,"Aug 2, 2019",N/A,€700K,€2K,1785,379,1 
252870,E. Demir,17,Turkey,Yukatel Kayserispor,"
2019 ~ 2023",175cm,66kg,Left,65,79,68,LM,14,"Jan 17, 2019",N/A,€1.6M,€500,1656,353,1 
262343,S. Quemper,28,France,SC Bastia,"
2019 ~ 2022",178cm,75kg,Left,65,65,65,LB,0,"May 28, 2019",N/A,€650K,€2K,1630,359,1 
215495,B. Ndoye,27,Senegal,FC Sion,"
2013 ~ 2022",187cm,82kg,Right,65,68,67,CB,3,"May 13, 2013",N/A,€800K,€6K,1710,365,1 
221383,Ryu Seung Woo,27,Korea Republic,Jeju United FC,"
2017 ~ 2021",172cm,68kg,Right,65,66,66,CAM,1,"Jul 10, 2017",N/A,€825K,€2K,1696,358,1 
194759,O. Beckles,29,Grenada,Leyton Orient,"
2021 ~ 2023",191cm,78kg,Left,65,65,65,CB,0,"Jul 1, 2021",N/A,€600K,€4K,1482,323,1 
260295,B. Benamar,24,Morocco,FC Utrecht,"
2021 ~ 2023",191cm,85kg,Right,65,72,67,CB,7,"Jan 6, 2021",N/A,€1.3M,€3K,1468,333,1 
220872,G. Kiltie,24,Scotland,St. Mirren,"
2021 ~ 2023",173cm,70kg,Right,65,70,66,RM,5,"Jul 1, 2021",N/A,€1.1M,€2K,1651,360,1 
251336,M. Jarjué,23,Gambia,IF Elfsborg,"
Dec 31, 2021 On Loan",188cm,88kg,Right,65,71,67,CB,6,"Jul 1, 2019","Dec 31, 2021",€1M,€4K,1487,339,1 
255432,K. Salvatierra,19,Bolivia,Club Bolívar,"
2021 ~ 2021",175cm,72kg,Right,65,80,67,CM,15,"Jan 29, 2021",N/A,€1.7M,€500,1588,346,1 
229065,B. Niňaj,27,Slovakia,Sepsi OSK Sf. Gheorghe,"
2021 ~ 2023",191cm,85kg,Right,65,67,67,CB,2,"Jan 28, 2021",N/A,€750K,€3K,1402,303,1 
165321,S. Ward,35,Republic of Ireland,Walsall,"
2021 ~ 2022",186cm,80kg,Left,65,65,66,CB,0,"Jul 9, 2021",N/A,€220K,€3K,1769,369,1 
238793,T. Jacobsen,24,Germany,SV Werder Bremen,"
2018 ~ 2022",182cm,76kg,Left,65,70,67,LWB,5,"Jul 1, 2018",N/A,€1M,€3K,1712,376,1 
240585,B. Williams,22,Wales,Barnsley,"
2017 ~ 2022",178cm,75kg,Left,65,74,65,LWB,9,"Jun 19, 2017",N/A,€1.5M,€8K,1632,355,1 
253129,G. Comas,23,Argentina,Unión de Santa Fe,"
2019 ~ 2022",174cm,70kg,Right,65,72,68,CAM,7,"Feb 1, 2019",N/A,€1.4M,€3K,1803,379,1 
262858,M. Ugalde,19,Costa Rica,FC Twente,"
2020 ~ 2025",173cm,62kg,Right,65,76,67,ST,11,"Jul 1, 2020",N/A,€1.6M,€2K,1620,341,1 
203210,Y. Songo'o,29,Cameroon,Bradford City,"
2021 ~ 2023",185cm,77kg,Right,65,65,66,CB,0,"Jul 1, 2021",N/A,€600K,€5K,1674,356,1 
262859,L. Colwill,18,England,Huddersfield Town,"
Jun 30, 2022 On Loan",191cm,79kg,Left,65,82,67,CB,17,"Feb 26, 2020","Jun 30, 2022",€1.7M,€6K,1620,348,1 
240331,Panutche Camará,24,Guinea Bissau,Plymouth Argyle,"
2020 ~ 2022",185cm,73kg,Right,65,71,68,RM,6,"Aug 7, 2020",N/A,€1.1M,€3K,1785,398,1 
251595,N. Dyhr,20,Denmark,FC Midtjylland,"
2019 ~ 2024",177cm,66kg,Left,65,72,65,LB,7,"Jul 1, 2019",N/A,€1.3M,€5K,1718,371,1 
256459,J. Daland,21,Norway,KSV Cercle Brugge,"
2021 ~ 2025",189cm,75kg,Right,65,77,67,CB,12,"Jul 1, 2021",N/A,€1.7M,€2K,1470,320,1 
257483,J. Schwermann,21,Germany,Sportclub Verl,"
2020 ~ 2022",183cm,79kg,Right,65,74,66,CDM,9,"Jul 25, 2020",N/A,€1.5M,€550,1745,378,1 
262348,K. Schur,30,France,SC Bastia,"
2018 ~ 2023",179cm,76kg,Right,65,65,65,LM,0,"Jul 5, 2018",N/A,€700K,€2K,1742,374,1 
232908,A. Barada,30,Japan,Shonan Bellmare,"
2020 ~ 2022",173cm,68kg,Right,65,65,65,CM,0,"Jan 4, 2020",N/A,€675K,€1K,1797,378,1 
257484,T. Oosting,21,Netherlands,AZ Alkmaar,"
2019 ~ 2022",176cm,70kg,Left,65,75,67,ST,10,"Dec 6, 2019",N/A,€1.6M,€2K,1761,369,1 
195020,D. Davis,30,England,Shrewsbury Town,"
2021 ~ 2022",177cm,82kg,Right,65,65,68,CB,0,"Jan 15, 2021",N/A,€675K,€3K,1906,412,1 
216269,S. Hertner,30,Germany,Türkgücü München,"
2021 ~ 2022",180cm,75kg,Left,65,65,65,LB,0,"Jul 1, 2021",N/A,€625K,€2K,1732,364,1 
231885,K. Ota,33,Japan,Perth Glory,"
2020 ~ 2023",178cm,78kg,Left,65,65,65,LB,0,"Dec 17, 2020",N/A,€375K,€2K,1793,382,1 
232397,A. Argachá,34,Uruguay,Centro Atlético Fénix,"
2019 ~ 2021",179cm,75kg,Left,65,65,65,LB,0,"Jul 23, 2019",N/A,€250K,€500,1702,362,1 
198094,C. Warner,33,United States,Colorado Rapids,"
2020 ~ 2025",178cm,80kg,Right,65,65,65,CDM,0,"Jul 1, 2020",N/A,€350K,€2K,1818,379,1 
225998,A. McEneff,25,Republic of Ireland,Heart of Midlothian,"
2021 ~ 2023",175cm,70kg,Right,65,68,67,CAM,3,"Feb 1, 2021",N/A,€950K,€2K,1839,391,1 
226510,D. Grétarsson,25,Iceland,Blackpool,"
2020 ~ 2022",185cm,76kg,Left,65,72,67,CB,7,"Oct 6, 2020",N/A,€1.3M,€3K,1728,371,1 
230606,M. Örnek,24,Turkey,Yeni Malatyaspor,"
2021 ~ 2024",184cm,77kg,Right,65,71,66,RM,6,"Jul 16, 2021",N/A,€1.1M,€3K,1770,381,1 
236750,S. Sørli,25,Norway,FK Bodø/Glimt,"
2021 ~ 2024",178cm,67kg,Left,65,68,66,LM,3,"Mar 17, 2021",N/A,€950K,€2K,1621,372,1 
247758,I. Gomis,21,France,Amiens SC,"
2019 ~ 2023",175cm,66kg,Right,65,76,67,CAM,11,"Mar 12, 2019",N/A,€1.6M,€1K,1752,377,1 
251086,F. Achim,29,Romania,FC Academica Clinceni,"
2018 ~ 2023",178cm,70kg,Right,65,65,65,RB,0,"Jan 1, 2018",N/A,€625K,€2K,1729,380,1 
253902,N. Cabanillas,20,Peru,Club Universitario de Deportes,"
2019 ~ 2021",170cm,66kg,Left,65,72,68,LM,7,"Jan 14, 2019",N/A,€1.4M,€500,1704,364,1 
255438,R. Araki,19,Japan,Kashima Antlers,"
2020 ~ 2022",170cm,60kg,Right,65,79,68,CAM,14,"Jan 4, 2020",N/A,€1.7M,€2K,1548,337,1 
259790,I. Machuca,21,Argentina,Unión de Santa Fe,"
2020 ~ 2022",173cm,70kg,Right,65,74,66,CAM,9,"Oct 26, 2020",N/A,€1.6M,€3K,1630,355,1 
203215,A. Cairns,28,England,Fleetwood Town,"
2016 ~ 2023",183cm,72kg,Left,65,67,65,GK,2,"Jul 1, 2016",N/A,€600K,€2K,1008,365,1 
230607,Y. Deichmann,26,Germany,TSV 1860 München,"
2021 ~ 2023",178cm,72kg,Right,65,65,65,RM,0,"Jul 1, 2021",N/A,€775K,€1K,1775,384,1 
253135,G. Florentín,22,Argentina,Argentinos Juniors,"
2019 ~ 2025",173cm,70kg,Right,65,73,68,CAM,8,"Jul 1, 2019",N/A,€1.6M,€3K,1766,379,1 
189391,Juanan,34,Spain,Hyderabad FC,"
2021 ~ 2022",192cm,90kg,Left,65,65,65,CB,0,"Jul 26, 2021",N/A,€230K,€500,1392,297,1 
260815,Arnau Martínez,18,Spain,Girona FC,"
2020 ~ 2022",181cm,75kg,Right,65,80,67,CB,15,"Jul 1, 2020",N/A,€1.6M,€850,1616,351,1 
211152,M. Al Olayan,26,Saudi Arabia,Al Hilal,"
2020 ~ 2023",170cm,66kg,Right,65,68,66,RWB,3,"Jan 20, 2020",N/A,€850K,€9K,1739,376,1 
239568,A. Kovačević,27,Bosnia and Herzegovina,Ferencvárosi TC,"
2020 ~ 2023",189cm,80kg,Right,65,65,65,CB,0,"Aug 1, 2020",N/A,€650K,€500,1441,308,1 
242640,T. Christensen,21,Norway,Vålerenga Fotball,"
2021 ~ 2024",178cm,73kg,Left,65,75,67,CAM,10,"Mar 4, 2021",N/A,€1.6M,€1K,1681,361,1 
254416,M. Ovejero,34,Argentina,Club Always Ready,"
2018 ~ 2021",170cm,72kg,Right,65,65,65,LW,0,"Jan 1, 2018",N/A,€325K,€500,1621,352,1 
258768,Iván Bravo,20,Spain,CA Osasuna,"
2021 ~ 2023",181cm,64kg,Left,65,77,65,LB,12,"Jul 16, 2021",N/A,€1.6M,€5K,1554,339,1 
261072,R. Enrique,20,Argentina,Club Atlético Banfield,"
2021 ~ 2023",171cm,68kg,Right,65,79,67,ST,14,"Feb 12, 2021",N/A,€1.7M,€3K,1661,345,1 
263633,O. Dasa,22,Israel,FC Arouca,"
2021 ~ 2024",171cm,60kg,Right,65,72,67,RM,7,"Jul 24, 2021",N/A,€1.5M,€2K,1586,338,1 
229073,J. Dacres-Cogley,25,England,Tranmere Rovers,"
2021 ~ 2023",174cm,68kg,Right,65,68,65,RB,3,"Jul 1, 2021",N/A,€875K,€3K,1712,374,1 
232657,M. Guevgeozián,35,Armenia,Carlos A. Mannucci,"
2020 ~ 2021",182cm,79kg,Right,65,65,65,ST,0,"Dec 31, 2020",N/A,€300K,€500,1443,304,1 
244945,M. Capasso,25,Argentina,Newell's Old Boys,"
2020 ~ 2022",188cm,87kg,Right,65,72,67,CB,7,"Oct 20, 2020",N/A,€1.3M,€4K,1442,313,1 
247249,J. Piroe,21,Netherlands,Swansea City,"
2021 ~ 2024",185cm,74kg,Left,65,74,67,ST,9,"Jul 2, 2021",N/A,€1.6M,€6K,1591,338,1 
259281,T. Monare,31,South Africa,Orlando Pirates,"
2020 ~ 2022",178cm,73kg,Right,65,65,66,CAM,0,"Oct 14, 2020",N/A,€575K,€500,1921,404,1 
221394,R. Al Mousa,26,Saudi Arabia,Al Taawoun,"
2018 ~ 2024",178cm,76kg,Right,65,68,66,CDM,3,"Aug 1, 2018",N/A,€850K,€6K,1665,355,1 
221906,C. Donaldson,26,Scotland,Ross County FC,"
2020 ~ 2022",188cm,83kg,Right,65,68,67,CB,3,"Jan 15, 2020",N/A,€825K,€2K,1443,311,1 
234706,B. Mason,23,England,Coventry City,"
2018 ~ 2022",173cm,70kg,Left,65,70,65,LWB,5,"Jul 6, 2018",N/A,€1M,€5K,1697,369,1 
242386,C. Klarer,21,Austria,Fortuna Düsseldorf,"
2020 ~ 2024",191cm,82kg,Right,65,76,67,CB,11,"Oct 5, 2020",N/A,€1.5M,€4K,1424,310,1 
244946,I. Ramírez,26,Paraguay,Club Libertad,"
2020 ~ 2021",177cm,70kg,Right,65,69,66,CDM,4,"Nov 10, 2020",N/A,€900K,€500,1603,350,1 
258770,Benítez,21,Spain,Málaga CF,"
2020 ~ 2022",169cm,55kg,Right,65,78,65,RB,13,"Jul 1, 2020",N/A,€1.7M,€2K,1619,346,1 
240595,A. Pears,23,England,Blackburn Rovers,"
2020 ~ 2024",186cm,80kg,Right,65,74,65,GK,9,"Oct 16, 2020",N/A,€1.4M,€7K,924,333,1 
242643,L. Fraser,23,Canada,Columbus Crew,"
Dec 1, 2021 On Loan",185cm,83kg,Right,65,72,66,CDM,7,"Jan 19, 2018","Dec 1, 2021",€1.3M,€2K,1598,349,1 
243155,Manu Hernando,22,Spain,CD Tondela,"
2021 ~ 2023",183cm,70kg,Right,65,76,67,CB,11,"Jul 16, 2021",N/A,€1.5M,€2K,1614,349,1 
244435,J. Heil,24,Austria,TSV Egger Glas Hartberg,"
2015 ~ 2022",176cm,70kg,Right,65,70,66,RM,5,"Jul 1, 2015",N/A,€1M,€2K,1806,388,1 
209364,C. Brown,27,Australia,Brisbane Roar,"
2020 ~ 2022",174cm,69kg,Left,65,66,65,LWB,1,"Jan 17, 2020",N/A,€750K,€2K,1691,360,1 
221652,Sergio,29,Spain,CD Leganés,"
2020 ~ 2023",186cm,67kg,Right,65,66,66,CB,1,"Aug 10, 2020",N/A,€650K,€3K,1421,299,1 
222420,G. Ward,26,England,Blackpool,"
2019 ~ 2022",178cm,73kg,Right,65,67,68,RM,2,"Dec 28, 2019",N/A,€875K,€4K,1780,380,1 
232916,K. Ogawa,28,Japan,Yokohama FC,"
2021 ~ 2022",170cm,65kg,Right,65,65,65,RM,0,"Jan 9, 2021",N/A,€725K,€1K,1791,375,1 
239316,Foguinho,29,Brazil,Vegalta Sendai,"
2021 ~ 2022",180cm,75kg,Right,65,65,65,CDM,0,"Mar 22, 2021",N/A,€600K,€2K,1691,368,1 
175316,L. Stevenson,33,Scotland,Hibernian,"
2005 ~ 2022",170cm,67kg,Left,65,65,65,LB,0,"Sep 1, 2005",N/A,€375K,€2K,1694,364,1 
255700,A. Timossi Andersson,20,Sweden,SK Austria Klagenfurt,"
2020 ~ 2023",170cm,65kg,Right,65,77,66,RM,12,"Feb 5, 2020",N/A,€1.7M,€2K,1585,345,1 
212693,T. Söderström,27,Sweden,Clube Sport Marítimo,"
2021 ~ 2023",190cm,85kg,Right,65,66,65,LB,1,"Jan 31, 2021",N/A,€750K,€3K,1749,389,1 
233173,H. Shimoda,29,Japan,Oita Trinita,"
2021 ~ 2022",171cm,66kg,Left,65,65,66,LM,0,"Jan 9, 2021",N/A,€700K,€1K,1801,385,1 
247509,E. Cerrillo,20,United States,FC Dallas,"
2019 ~ 2021",178cm,82kg,Right,65,80,66,CDM,15,"Feb 14, 2019",N/A,€1.6M,€1K,1635,352,1 
259797,A. Terrazas,20,Bolivia,Club Atlético Palmaflor,"
2020 ~ 2021",175cm,67kg,Right,65,69,67,CM,4,"Jan 1, 2020",N/A,€1M,€500,1739,375,1 
202966,Choi Bo Kyung,33,Korea Republic,Jeonbuk Hyundai Motors,"
2014 ~ 2021",184cm,79kg,Left,65,65,65,CB,0,"Jan 5, 2014",N/A,€350K,€3K,1628,345,1 
244438,Y. Diarra,23,Mali,New York Red Bulls,"
Dec 31, 2021 On Loan",178cm,73kg,Right,65,72,67,CAM,7,"Jan 31, 2018","Dec 31, 2021",€1.4M,€6K,1834,389,1 
158167,M. Sonnleitner,34,Austria,TSV Egger Glas Hartberg,"
2021 ~ 2023",182cm,82kg,Right,65,65,65,CB,0,"Jul 8, 2021",N/A,€230K,€2K,1583,336,1 
224983,J. Vidales,29,Peru,FBC Melgar,"
2019 ~ 2021",180cm,74kg,Right,65,65,65,RW,0,"Jan 1, 2019",N/A,€700K,€500,1588,339,1 
245719,A. Groiß,23,Germany,1. FC Saarbrücken,"
2021 ~ 2023",189cm,86kg,Right,65,70,68,CB,5,"Jul 1, 2021",N/A,€1M,€1K,1602,349,1 
246231,E. Reijnders,20,Netherlands,PEC Zwolle,"
2018 ~ 2025",170cm,60kg,Right,65,78,66,CAM,13,"Jul 1, 2018",N/A,€1.7M,€2K,1640,354,1 
248023,L. Filip,30,Romania,FC Academica Clinceni,"
2021 ~ 2022",184cm,81kg,Left,65,65,66,CB,0,"Jul 1, 2021",N/A,€600K,€2K,1638,352,1 
212440,Jung Seok Hwa,30,Korea Republic,Seongnam FC,"
2021 ~ 2022",174cm,58kg,Right,65,65,65,LW,0,"Jun 24, 2021",N/A,€700K,€2K,1787,376,1 
222168,L. Salvesen,25,Norway,Strømsgodset IF,"
2019 ~ 2023",186cm,82kg,Left,65,70,67,ST,5,"Aug 16, 2019",N/A,€1.1M,€2K,1669,355,1 
236248,B. Woodburn,21,Wales,Liverpool,"
2016 ~ 2022",174cm,72kg,Right,65,75,67,CAM,10,"Oct 14, 2016",N/A,€1.6M,€15K,1585,338,1 
242648,A. Roldan,24,El Salvador,Seattle Sounders FC,"
2020 ~ 2021",178cm,70kg,Right,65,68,67,CDM,3,"Feb 18, 2020",N/A,€975K,€2K,1722,379,1 
255448,R. Fili,25,Albania,FC Botoşani,"
2020 ~ 2022",175cm,69kg,Right,65,66,66,CAM,1,"Jan 29, 2020",N/A,€850K,€3K,1720,371,1 
222937,B. Close,24,England,Doncaster Rovers,"
2021 ~ 2024",175cm,75kg,Right,65,71,67,CDM,6,"Jul 1, 2021",N/A,€1M,€3K,1821,385,1 
226265,C. Lobos,24,Chile,CD Huachipato,"
2021 ~ 2021",173cm,70kg,Right,65,72,67,CM,7,"Apr 15, 2021",N/A,€1.4M,€2K,1842,391,1 
229849,J. Leborgne,25,France,Rodez Aveyron Football,"
2020 ~ 2022",173cm,63kg,Right,65,70,68,RM,5,"Jun 24, 2020",N/A,€1M,€2K,1847,387,1 
231897,M. Corboz,26,United States,Sportclub Verl,"
2021 ~ 2023",180cm,76kg,Right,65,68,67,CM,3,"Jan 8, 2021",N/A,€925K,€800,1755,389,1 
176345,Kwoun Sun Tae,36,Korea Republic,Kashima Antlers,"
2017 ~ 2022",184cm,85kg,Right,65,65,65,GK,0,"Jan 30, 2017",N/A,€80K,€1K,1194,363,1 
258777,A. Demirbağ,23,Turkey,İttifak Holding Konyaspor,"
2020 ~ 2023",185cm,78kg,Right,65,71,67,CB,6,"Sep 11, 2020",N/A,€1M,€4K,1417,305,1 
261081,G. Benavídez,25,Argentina,Arsenal de Sarandí,"
2017 ~ 2022",175cm,71kg,Right,65,70,65,RB,5,"Jul 1, 2017",N/A,€975K,€3K,1536,334,1 
228058,L. Gugganig,26,Austria,VfL Osnabrück,"
2019 ~ 2026",191cm,83kg,Right,65,68,67,CB,3,"Jul 5, 2019",N/A,€825K,€2K,1591,329,1 
262619,S. Piçinciol,25,Turkey,GZT Giresunspor,"
2020 ~ 2022",182cm,79kg,Right,65,67,67,CB,2,"Sep 4, 2020",N/A,€800K,€3K,1478,315,1 
220635,T. Conlon,25,England,Port Vale,"
2018 ~ 2024",173cm,62kg,Left,65,69,67,CM,4,"Jul 25, 2018",N/A,€1M,€4K,1857,379,1 
224475,Dong Chunyu,30,China PR,Wuhan FC,"
2019 ~ 2021",187cm,81kg,Left,65,65,65,GK,0,"Jan 24, 2019",N/A,€475K,€2K,1172,371,1 
238043,A. Al Obud,26,Saudi Arabia,Al Ittihad,"
2019 ~ 2023",174cm,70kg,Right,65,66,65,RM,1,"Jul 4, 2019",N/A,€850K,€9K,1615,360,1 
240603,J. Doyle-Hayes,22,Republic of Ireland,Hibernian,"
2021 ~ 2023",175cm,68kg,Right,65,70,66,CDM,5,"Jul 1, 2021",N/A,€1M,€2K,1758,379,1 
254427,O. Añez,30,Bolivia,Club Atlético Nacional Potosí,"
2020 ~ 2021",172cm,66kg,Right,65,65,65,RB,0,"Jan 10, 2020",N/A,€625K,€500,1724,377,1 
202204,K. Haraldseid,27,Norway,Molde FK,"
2019 ~ 2022",180cm,74kg,Right,65,66,65,RB,1,"Feb 2, 2019",N/A,€750K,€2K,1765,375,1 
226524,M. Johansson,22,Sweden,Hamburger SV,"
2021 ~ 2025",192cm,80kg,Right,65,72,65,GK,7,"Aug 11, 2021",N/A,€1.2M,€2K,1155,374,1 
230876,M. Butcher,24,England,Accrington Stanley,"
2020 ~ 2022",188cm,83kg,Left,65,71,67,CM,6,"Aug 24, 2020",N/A,€1.1M,€2K,1762,385,1 
232412,E. Adams,25,Gambia,Forest Green Rovers,"
2019 ~ 2022",178cm,76kg,Right,65,70,69,CDM,5,"Jun 18, 2019",N/A,€1M,€5K,1847,394,1 
232668,L. Gordon,25,Scotland,St. Johnstone FC,"
2015 ~ 2022",182cm,77kg,Right,65,72,67,CB,7,"Jul 1, 2015",N/A,€1.3M,€2K,1440,302,1 
241884,D. Sugioka,22,Japan,Shonan Bellmare,"
Jan 31, 2022 On Loan",182cm,75kg,Left,65,72,67,LWB,7,"Jan 4, 2020","Jan 31, 2022",€1.5M,€2K,1782,386,1 
225757,M. Burgess,26,Australia,Sydney FC,"
2021 ~ 2023",185cm,70kg,Left,65,66,67,LM,1,"Jul 6, 2021",N/A,€850K,€3K,1686,371,1 
226781,K. Shelton,28,United States,Sporting Kansas City,"
2020 ~ 2022",191cm,82kg,Right,65,65,65,ST,0,"Jan 1, 2020",N/A,€725K,€3K,1637,366,1 
177885,K. Özer,33,Turkey,Gazişehir Gaziantep F.K.,"
2019 ~ 2022",170cm,62kg,Right,65,65,68,RM,0,"Feb 8, 2019",N/A,€450K,€4K,1749,367,1 
255965,M. Martínez,22,Paraguay,Club Cerro Porteño,"
2020 ~ 2024",184cm,78kg,Right,65,73,65,GK,8,"Jan 1, 2020",N/A,€1.4M,€500,948,346,1 
262622,M. Diarra,23,Senegal,GZT Giresunspor,"
2020 ~ 2022",184cm,70kg,Right,65,68,67,CB,3,"Sep 4, 2020",N/A,€875K,€3K,1480,316,1 
224734,A. Çiçek,25,Turkey,İstanbul Başakşehir FK,"
2017 ~ 2022",188cm,80kg,Right,65,68,67,ST,3,"Aug 9, 2017",N/A,€950K,€9K,1561,332,1 
257502,G. Smal,23,Netherlands,FC Twente,"
2020 ~ 2023",183cm,83kg,Left,65,73,66,LM,8,"Jul 1, 2020",N/A,€1.5M,€2K,1745,383,1 
211935,R. Nagai,30,Japan,Sanfrecce Hiroshima,"
2020 ~ 2022",180cm,72kg,Right,65,65,65,ST,0,"Jan 4, 2020",N/A,€700K,€3K,1684,361,1 
223967,B. Babić,23,Switzerland,FC St. Gallen 1879,"
2017 ~ 2023",180cm,82kg,Right,65,74,67,ST,9,"May 2, 2017",N/A,€1.6M,€3K,1642,352,1 
237023,Y. Merdji,27,France,Chamois Niortais Football Club,"
2021 ~ 2023",175cm,69kg,Right,65,65,65,ST,0,"Jul 22, 2021",N/A,€775K,€2K,1628,351,1 
237535,T. Matsumoto,22,Japan,Sanfrecce Hiroshima,"
2021 ~ 2023",180cm,70kg,Right,65,72,67,CM,7,"Jan 31, 2021",N/A,€1.4M,€3K,1665,357,1 
241887,C. Giousis,22,Greece,AEK Athens,"
2017 ~ 2023",176cm,66kg,Left,65,74,66,CAM,9,"Aug 21, 2017",N/A,€1.6M,€500,1603,341,1 
244703,İ. Akdağ,29,Turkey,Yukatel Kayserispor,"
2021 ~ 2022",179cm,75kg,Right,65,65,65,CDM,0,"Aug 4, 2021",N/A,€600K,€4K,1618,338,1 
247519,F. Mambimbi,20,Switzerland,BSC Young Boys,"
2019 ~ 2024",171cm,64kg,Right,65,80,68,RW,15,"Jan 30, 2019",N/A,€1.7M,€4K,1648,357,1 
258783,Guilherme Mantuan,23,Brazil,Gil Vicente FC,"
2020 ~ 2023",178cm,70kg,Right,65,72,66,CDM,7,"Sep 8, 2020",N/A,€1.3M,€2K,1674,359,1 
198624,J. Shaughnessy,28,Republic of Ireland,St. Mirren,"
2020 ~ 2023",183cm,69kg,Right,65,65,65,CB,0,"Jul 20, 2020",N/A,€625K,€2K,1518,333,1 
223968,V. Vasić,31,Serbia,FC Luzern,"
2021 ~ 2022",186cm,80kg,Right,65,65,65,GK,0,"Jun 29, 2021",N/A,€375K,€3K,1086,368,1 
232928,Y. Matsushita,27,Japan,Vegalta Sendai,"
2018 ~ 2022",174cm,67kg,Left,65,67,68,LM,2,"Dec 17, 2018",N/A,€775K,€2K,1768,387,1 
254176,A. Deneumostier,22,Peru,FBC Melgar,"
2018 ~ 2021",184cm,80kg,Right,65,74,67,CB,9,"Jan 1, 2018",N/A,€1.5M,€500,1427,302,1 
259296,N. Rossi,23,Uruguay,Club Atlético Rentistas,"
2021 ~ 2021",186cm,77kg,Right,65,72,65,GK,7,"Apr 22, 2021",N/A,€1.2M,€500,902,342,1 
253409,G. Links,22,South Africa,Aarhus GF,"
2019 ~ 2024",170cm,60kg,Left,65,74,66,LM,9,"Sep 1, 2019",N/A,€1.6M,€4K,1514,335,1 
227810,S. Aasmundsen,31,Norway,Mjøndalen IF,"
2019 ~ 2021",175cm,72kg,Right,65,65,65,CM,0,"Mar 24, 2019",N/A,€575K,€1K,1784,375,1 
231650,J. Bamert,23,Switzerland,FC Sion,"
2017 ~ 2022",183cm,76kg,Right,65,76,67,CB,11,"Aug 3, 2017",N/A,€1.5M,€5K,1518,327,1 
237794,T. Kishimoto,23,Japan,Tokushima Vortis,"
2019 ~ 2022",174cm,66kg,Right,65,71,66,RM,6,"Aug 15, 2019",N/A,€1.1M,€1K,1811,393,1 
241890,N. Carnat,23,Romania,Rapid București,"
Jun 30, 2022 On Loan",181cm,73kg,Right,65,72,66,RM,7,"Oct 5, 2020","Jun 30, 2022",€1.4M,€4K,1663,365,1 
244194,P. Haring,28,Austria,Heart of Midlothian,"
2018 ~ 2022",187cm,85kg,Right,65,65,66,CDM,0,"Jun 21, 2018",N/A,€725K,€2K,1757,385,1 
203491,A. O'Brien,27,Republic of Ireland,Sunderland,"
2020 ~ 2022",183cm,72kg,Right,65,65,66,RM,0,"Jul 30, 2020",N/A,€775K,€4K,1732,370,1 
222691,Seo Bo Min,31,Korea Republic,Seongnam FC,"
2017 ~ 2021",175cm,71kg,Right,65,65,65,LM,0,"Jan 5, 2017",N/A,€600K,€2K,1671,368,1 
242915,M. Cholewiak,31,Poland,Górnik Zabrze,"
2021 ~ 2023",183cm,78kg,Left,65,65,65,LM,0,"Jul 1, 2021",N/A,€600K,€2K,1758,394,1 
