Id,Name,Age,Nationality,Team,Height,Weight,Overall,Potential,Best position,Value,Wage,International Reputation
199730,D. Moldovan,31,Romania,AFC Chindia Târgoviște,183cm,72kg,63,63,GK,€250K,€1K,1 
240434,J. Tell,24,France,Clermont Foot 63,185cm,74kg,63,68,ST,€725K,€4K,1 
255538,G. Gohlke,22,Germany,SV Waldhof Mannheim 07,192cm,81kg,63,76,CB,€1.1M,€800,1 
256306,Ö. Beyaz,17,Turkey,VfB Stuttgart,171cm,65kg,63,81,CAM,€1.2M,€700,1 
263475,F. Russo,20,Argentina,Platense,175cm,70kg,63,72,RM,€1.1M,€2K,1 
199475,W. Evseev,29,Germany,SV Meppen,177cm,73kg,63,63,LM,€475K,€700,1 
231987,T. Washington,27,United States,Nashville SC,178cm,77kg,63,64,LB,€500K,€2K,1 
237875,R. Schlegel,24,Argentina,Orlando City Soccer Club,180cm,82kg,63,72,CB,€1M,€1K,1 
261427,J. Lencinas,33,Argentina,Club Atlético Palmaflor,184cm,80kg,63,63,CB,€230K,€500,1 
225332,E. Lanini,27,Italy,Parma,186cm,75kg,63,63,ST,€525K,€7K,1 
239668,J. Vollert,23,Germany,Hallescher FC,186cm,83kg,63,74,CB,€1M,€900,1 
251956,A. Ngouyamsa,20,Cameroon,Dijon FCO,176cm,75kg,63,72,CB,€1M,€850,1 
195124,D. Amoo,30,England,Port Vale,178cm,77kg,63,63,RW,€475K,€3K,1 
263733,N. Moro,24,Ghana,Örebro SK,190cm,79kg,63,69,CB,€700K,€1K,1 
239925,S. Klaas,23,Germany,VfL Osnabrück,178cm,65kg,63,69,RM,€750K,€1K,1 
246326,N. Chilvers,20,England,Colchester United,173cm,64kg,63,75,CAM,€1.2M,€3K,1 
261174,R. Sangiovani,23,Argentina,Rosario Central,168cm,66kg,63,70,RB,€925K,€3K,1 
199479,B. Uaferro,29,Germany,1. FC Saarbrücken,191cm,86kg,63,63,CB,€400K,€1K,1 
202551,P. Ulvestad,30,Norway,Kristiansund BK,194cm,85kg,63,63,CDM,€400K,€1K,1 
203575,D. Abramowicz,30,Poland,Radomiak Radom,186cm,76kg,63,63,LB,€425K,€1K,1 
212535,A. Calver,25,Australia,Perth Glory,186cm,76kg,63,64,CB,€500K,€1K,1 
224055,Li Yunqiu,30,China PR,Shanghai Shenhua FC,174cm,69kg,63,63,RB,€425K,€3K,1 
248119,G. Ganea,22,Romania,FC Farul Constanța,179cm,72kg,63,74,ST,€1.1M,€2K,1 
260663,G. Torres,21,Argentina,Club Atlético Talleres,170cm,64kg,63,75,CAM,€1.2M,€2K,1 
212792,Kim Joo Won,29,Korea Republic,Jeju United FC,185cm,83kg,63,63,CB,€400K,€2K,1 
225336,E. Binaku,25,Albania,IFK Norrköping,185cm,70kg,63,67,LWB,€625K,€1K,1 
228152,E. Onariase,24,England,Scunthorpe United,190cm,77kg,63,68,CB,€650K,€3K,1 
213305,R. Šimović,30,Sweden,Varbergs BoIS FC,199cm,93kg,63,63,ST,€475K,€1K,1 
219705,D. Węglarz,25,Poland,Wisła Płock,189cm,81kg,63,67,GK,€525K,€1K,1 
231993,Chi Wenyi,33,China PR,Hebei FC,183cm,76kg,63,63,GK,€160K,€2K,1 
232505,T. Hayashi,38,Japan,Sanfrecce Hiroshima,188cm,85kg,63,63,GK,€50K,€1K,1 
253497,P. Bonet,18,Congo DR,Stade Rennais FC,193cm,94kg,63,76,GK,€975K,€700,1 
239418,L. Lauberbach,23,Germany,Holstein Kiel,194cm,88kg,63,71,ST,€1.1M,€5K,1 
260410,N. Iino,24,Japan,Sagan Tosu,173cm,65kg,63,67,RWB,€700K,€1K,1 
262971,N. Tekijaški,24,Serbia,Bruk-Bet Termalica Nieciecza,186cm,78kg,63,68,CB,€650K,€2K,1 
221499,D. Gardner,31,England,Doncaster Rovers,185cm,80kg,63,63,LM,€400K,€3K,1 
257083,J. Kadile,18,France,Stade Rennais FC,182cm,83kg,63,78,ST,€1.1M,€4K,1 
242748,A. Herzog,23,Germany,Hallescher FC,177cm,77kg,63,69,RM,€750K,€1K,1 
257084,L. Ugochukwu,17,France,Stade Rennais FC,188cm,83kg,63,81,CM,€1.2M,€1K,1 
219453,M. Urbańczyk,26,Poland,PGE FKS Stal Mielec,172cm,70kg,63,65,CDM,€525K,€950,1 
260413,K. Badjie,21,Gambia,Hallescher FC,179cm,75kg,63,71,ST,€1.1M,€2K,1 
156478,Y. Abe,39,Japan,Urawa Red Diamonds,178cm,77kg,63,63,CDM,€90K,€2K,1 
255038,H. Nakamura,23,Japan,FC Tokyo,177cm,72kg,63,68,RB,€675K,€2K,1 
259902,F. Caicedo,33,Ecuador,Guayaquil City FC,175cm,78kg,63,63,CDM,€240K,€500,1 
235071,Óscar López,22,Spain,Burgos CF,180cm,75kg,63,73,GK,€925K,€1K,1 
256831,D. Cirkin,19,England,Sunderland,182cm,72kg,63,77,LB,€1.1M,€1K,1 
193087,P. Tomasik,33,Poland,Wisła Płock,177cm,72kg,63,63,LB,€250K,€1K,1 
260159,L. Mouyokolo,20,France,FC Lorient,194cm,85kg,63,73,CB,€975K,€3K,1 
225600,A. Al Ammar,27,Saudi Arabia,Damac FC,177cm,70kg,63,64,LM,€500K,€4K,1 
228928,S. Lavelle,24,Scotland,Morecambe,188cm,76kg,63,68,CB,€650K,€2K,1 
231488,M. Omoh,29,Nigeria,FC Academica Clinceni,183cm,82kg,63,63,ST,€475K,€2K,1 
233280,Lee Min Gi,28,Korea Republic,GwangJu FC,175cm,71kg,63,63,LB,€425K,€1K,1 
246848,B. Fofana,22,France,Servette FC,183cm,74kg,63,71,RW,€1.1M,€3K,1 
248128,A. Gómez,19,Mexico,Club Atlas,183cm,72kg,63,83,LB,€1.3M,€1K,1 
254784,A. Boutoutaou,20,France,Valenciennes FC,169cm,56kg,63,79,CAM,€1.3M,€1K,1 
256064,Rafael Pereira,21,Brazil,Al Ain FC,186cm,78kg,63,76,CB,€1.1M,€500,1 
223041,E. Ersu,27,Turkey,İttifak Holding Konyaspor,195cm,92kg,63,65,GK,€450K,€3K,1 
231233,M. Brink,23,Denmark,Silkeborg IF,174cm,73kg,63,68,CM,€725K,€2K,1 
235329,J. Gibbons,23,England,Port Vale,175cm,60kg,63,70,RWB,€925K,€2K,1 
170305,C. Skuse,35,England,Colchester United,185cm,72kg,63,63,CDM,€140K,€2K,1 
248385,R. Piccoli,20,Italy,Atalanta,183cm,78kg,63,73,ST,€1.1M,€7K,1 
254529,C. Drameh,19,England,Leeds United,184cm,73kg,63,80,RB,€1.2M,€7K,1 
201026,Yi Teng,31,China PR,Guangzhou City,190cm,80kg,63,63,CB,€325K,€3K,1 
204098,A. Achahbar,27,Netherlands,Sepsi OSK Sf. Gheorghe,173cm,74kg,63,63,ST,€525K,€3K,1 
234050,S. Mbaye,25,Senegal,Kristiansund BK,190cm,80kg,63,68,GK,€550K,€750,1 
213571,C. Elliott,30,England,Dundee FC,185cm,81kg,63,63,RB,€425K,€2K,1 
236867,L. Dias,22,France,Nîmes Olympique,185cm,80kg,63,71,GK,€925K,€1K,1 
254019,N. Gioacchini,20,United States,Stade Malherbe Caen,183cm,73kg,63,77,ST,€1.2M,€1K,1 
261443,R. Sordo,21,Argentina,Newell's Old Boys,174cm,69kg,63,75,RM,€1.2M,€2K,1 
224068,H. Konaté,26,Côte d'Ivoire,Valenciennes FC,182cm,77kg,63,64,GK,€425K,€1K,1 
224324,O. Zawada,25,Poland,Jeju United FC,192cm,83kg,63,67,ST,€675K,€2K,1 
252740,S. Ivanov,22,Bulgaria,Chicago Fire Football Club,175cm,70kg,63,72,RM,€1.1M,€2K,1 
261444,A. Baldé,18,Senegal,Feyenoord,170cm,60kg,63,81,RM,€1.2M,€1K,1 
205893,Víctor Mongil,28,Spain,Odisha FC,180cm,76kg,63,63,CB,€425K,€500,1 
212805,Z. Sami,28,Saudi Arabia,Al Batin,186cm,75kg,63,63,CDM,€425K,€3K,1 
262726,Miki Villar,24,Spain,UD Ibiza,180cm,75kg,63,70,ST,€975K,€2K,1 
205382,E. Boldewijn,28,Netherlands,Sutton United,185cm,76kg,63,63,RM,€475K,€2K,1 
221766,Y. Pambou,25,Congo,Gaz Metan Mediaş,171cm,68kg,63,67,CM,€675K,€2K,1 
230982,M. Roman,29,Romania,Universitatea Craiova,191cm,80kg,63,63,ST,€475K,€4K,1 
242758,J. Suzuki,25,Japan,FC Tokyo,175cm,73kg,63,67,CB,€625K,€2K,1 
252742,T. Chunchukov,26,Bulgaria,Sepsi OSK Sf. Gheorghe,187cm,75kg,63,65,ST,€600K,€3K,1 
254022,N. Woltemade,19,Germany,SV Werder Bremen,198cm,78kg,63,76,ST,€1.1M,€2K,1 
261446,M. Aydin,19,Germany,FC Schalke 04,179cm,75kg,63,77,RM,€1.1M,€1K,1 
263239,Renato Júnior,19,Brazil,Portimonense SC,190cm,83kg,63,78,ST,€1.1M,€1K,1 
230983,M. Firenze,28,Italy,US Salernitana 1919,180cm,70kg,63,63,CAM,€475K,€9K,1 
238919,J. Pantemis,24,Canada,Club de Foot Montréal,191cm,79kg,63,70,GK,€825K,€1K,1 
240967,J. Kayode,21,Republic of Ireland,Rotherham United,191cm,75kg,63,72,ST,€1.1M,€2K,1 
257863,C. Hall,28,England,Harrogate Town,193cm,79kg,63,65,CB,€475K,€3K,1 
262984,K. Schumacher,23,Germany,F.C. Hansa Rostock,182cm,77kg,63,71,LM,€1.1M,€2K,1 
208457,A. Sarr,30,Senegal,Gaz Metan Mediaş,175cm,72kg,63,63,ST,€475K,€3K,1 
210249,F. Putros,27,Iraq,Viborg FF,181cm,77kg,63,63,RB,€475K,€2K,1 
223305,P. Mystkowski,23,Poland,Jagiellonia Białystok,174cm,62kg,63,66,CAM,€650K,€2K,1 
240457,A. Maciel,24,Argentina,Club Atlético Central Córdoba,183cm,87kg,63,71,CB,€1M,€3K,1 
241993,O. Steurer,26,Germany,MSV Duisburg,191cm,91kg,63,68,CB,€625K,€2K,1 
243785,T. Russell,21,Australia,Western Sydney Wanderers,178cm,75kg,63,74,RWB,€1M,€1K,1 
258889,Nathan,19,Brazil,Boavista FC,183cm,75kg,63,77,RWB,€1.1M,€2K,1 
262730,I. Batha,29,Albania,AFC UTA Arad,176cm,71kg,63,63,CAM,€475K,€2K,1 
203338,A. Morgan,30,Canada,Real Salt Lake,180cm,75kg,63,63,LB,€425K,€2K,1 
210762,B. Hernández,26,Mexico,Gallos Blancos de Querétaro,177cm,72kg,63,66,LB,€575K,€2K,1 
229194,A. Georgen,22,France,AJ Auxerre,172cm,67kg,63,74,RB,€1M,€1K,1 
231498,D. Bergqvist,28,Sweden,Kalmar FF,185cm,87kg,63,65,CB,€475K,€1K,1 
211019,D. Ubbink,28,Netherlands,AFC UTA Arad,180cm,73kg,63,63,CAM,€475K,€2K,1 
213835,J. Gammelby,26,Denmark,Brøndby IF,192cm,82kg,63,64,RWB,€525K,€3K,1 
250955,J. Stanišić,21,Germany,FC Bayern München,186cm,77kg,63,74,RWB,€1M,€8K,1 
223052,J. Narváez,30,Ecuador,Club Deportes Tolima,181cm,69kg,63,63,RB,€400K,€500,1 
254284,D. Krezic,25,North Macedonia,Varbergs BoIS FC,186cm,71kg,63,66,LM,€625K,€900,1 
210509,T. Castella,28,Switzerland,FC Lausanne-Sport,185cm,76kg,63,63,GK,€350K,€3K,1 
183885,K. Walker,31,Sweden,Örebro SK,177cm,72kg,63,63,CDM,€400K,€1K,1 
259405,Zarzana,19,Spain,Sevilla FC,177cm,64kg,63,78,RM,€1.1M,€3K,1 
239182,M. Fritz,27,Germany,Viktoria Köln,192cm,84kg,63,64,CB,€475K,€1K,1 
260942,D. Fofana,18,Côte d'Ivoire,Molde FK,181cm,82kg,63,83,ST,€1.3M,€700,1 
205903,S. Drewniak,27,Poland,Górnik Łęczna,179cm,70kg,63,63,CM,€500K,€1K,1 
243023,V. Screciu,21,Romania,Universitatea Craiova,170cm,70kg,63,74,CDM,€1M,€2K,1 
263504,B. Leyes,19,Argentina,Godoy Cruz,173cm,76kg,63,73,CM,€1M,€1K,1 
212560,N. Townsend,26,England,Newport County,181cm,80kg,63,65,GK,€450K,€2K,1 
235600,B. Al Mutairi,31,Saudi Arabia,Al Fayha,168cm,50kg,63,63,LB,€350K,€4K,1 
241488,Sillero,23,Spain,Athletic Club de Bilbao,177cm,80kg,63,73,CB,€1M,€4K,1 
262481,C. Hlistei,26,Romania,Rapid București,178cm,70kg,63,64,LM,€575K,€2K,1 
240209,G. Koyalipou,21,France,FC Lausanne-Sport,184cm,82kg,63,69,ST,€775K,€2K,1 
253778,H. Pérez,34,Venezuela,Aragua Fútbol Club,174cm,70kg,63,63,CAM,€230K,€500,1 
257618,A. Gremsl,26,Austria,FC U Craiova 1948,190cm,85kg,63,66,GK,€475K,€2K,1 
257874,A. Martin,29,England,Harrogate Town,183cm,74kg,63,63,ST,€475K,€3K,1 
258386,Derik Lacerda,21,Brazil,Moreirense FC,191cm,83kg,63,68,ST,€750K,€2K,1 
259154,K. Aribi,27,Algeria,Nîmes Olympique,192cm,75kg,63,64,ST,€550K,€2K,1 
237139,T. Oakley-Boothe,21,England,Stoke City,182cm,68kg,63,76,CM,€1.2M,€5K,1 
246611,F. Pérez,22,Argentina,Club Atlético Aldosivi,179cm,72kg,63,74,ST,€1.1M,€3K,1 
191827,Yoo Hyun,36,Korea Republic,Suwon FC,184cm,82kg,63,63,GK,€50K,€650,1 
262484,Aldalur,29,Spain,SD Amorebieta,178cm,71kg,63,63,RB,€425K,€2K,1 
203092,B. Ibini,28,Australia,Western Sydney Wanderers,190cm,85kg,63,63,RW,€500K,€2K,1 
242004,Jeon Se Jin,21,Korea Republic,Suwon Samsung Bluewings,182cm,69kg,63,69,RM,€775K,€1K,1 
184148,J. Coppens,30,Belgium,MSV Duisburg,190cm,85kg,63,64,GK,€350K,€1K,1 
251988,A. Colpani,22,Italy,AC Monza,184cm,75kg,63,74,CAM,€1.1M,€1K,1 
256852,R. Del Campo,21,Switzerland,Futebol Clube de Famalicão,185cm,79kg,63,76,ST,€1.2M,€2K,1 
210773,K. Skaanes,26,Norway,SK Brann,175cm,61kg,63,64,RM,€575K,€1K,1 
224597,M. Eberwein,25,Germany,Hallescher FC,192cm,78kg,63,66,CAM,€625K,€1K,1 
256597,M. Kozak,24,Poland,Radomiak Radom,176cm,60kg,63,67,LM,€700K,€1K,1 
258133,G. De Amores,26,Uruguay,Deportivo Cali,186cm,76kg,63,68,GK,€550K,€500,1 
262742,Ramón Juan,21,Spain,CD Mirandés,179cm,74kg,63,69,GK,€625K,€950,1 
245846,Y. Oyanedel,20,Chile,Unión La Calera,170cm,66kg,63,71,LWB,€1M,€550,1 
246614,R. Tone,29,Japan,Oita Trinita,182cm,75kg,63,63,CB,€400K,€1K,1 
235607,T. Rocha,27,Belize,New York City FC,175cm,75kg,63,64,CM,€550K,€2K,1 
242263,M. Amundsen,23,Denmark,New York City FC,179cm,81kg,63,72,LWB,€1M,€1K,1 
259159,J. Che,17,United States,FC Dallas,185cm,75kg,63,81,RB,€1.1M,€500,1 
260183,Jair,26,Brazil,HJK Helsinki,174cm,68kg,63,64,RM,€550K,€500,1 
261207,M. Katona,24,Hungary,Ferencvárosi TC,176cm,63kg,63,70,RM,€950K,€500,1 
252248,T. Monyane,21,South Africa,Orlando Pirates,175cm,68kg,63,74,RM,€1M,€500,1 
236633,J. Bauza,25,Argentina,FC U Craiova 1948,177cm,75kg,63,68,RM,€700K,€2K,1 
246873,L. Kitching,21,England,Barnsley,191cm,80kg,63,72,CB,€1M,€6K,1 
254297,Z. Görgen,21,Turkey,Çaykur Rizespor,188cm,79kg,63,75,GK,€1M,€1K,1 
262490,Koldo Obieta,27,Spain,SD Amorebieta,187cm,82kg,63,64,ST,€550K,€2K,1 
208474,I. Filip,32,Romania,Gaz Metan Mediaş,187cm,80kg,63,63,CB,€325K,€2K,1 
215130,N. Ibáñez,39,Argentina,Godoy Cruz,185cm,85kg,63,63,GK,€50K,€1K,1 
232538,K. Sugimori,24,Japan,Tokushima Vortis,174cm,67kg,63,68,RM,€725K,€1K,1 
234586,D. Al Qarni,32,Saudi Arabia,Al Batin,168cm,69kg,63,63,CDM,€375K,€4K,1 
246874,R. Gotts,21,England,Leeds United,177cm,70kg,63,75,RM,€1.2M,€10K,1 
260186,L. Brumme,21,Germany,SV Wehen Wiesbaden,187cm,73kg,63,68,LM,€750K,€1K,1 
239451,K. Appin,23,France,UD Ibiza,177cm,71kg,63,72,CDM,€1M,€1K,1 
251995,João Gonçalves,20,Portugal,Boavista FC,188cm,82kg,63,73,GK,€900K,€2K,1 
255835,L. Larsen,22,Norway,Mjøndalen IF,175cm,74kg,63,69,RM,€775K,€950,1 
256859,D. Pavlovic,19,Belgium,Standard de Liège,179cm,76kg,63,76,CB,€1.1M,€2K,1 
228188,P. Kotal,27,India,ATK Mohun Bagan FC,179cm,75kg,63,63,RB,€475K,€800,1 
236381,A. Diaby,26,Mali,US Quevilly Rouen Métropole,185cm,69kg,63,66,CB,€575K,€1K,1 
236637,D. Adeniran,22,England,Sheffield Wednesday,180cm,75kg,63,72,CDM,€1.1M,€1K,1 
248157,M. Akpınar,22,Azerbaijan,Trabzonspor,173cm,65kg,63,73,CAM,€1.1M,€5K,1 
219486,P. Brough,25,England,Barrow,191cm,74kg,63,66,LWB,€575K,€2K,1 
255838,M. Nawrocki,20,Poland,Legia Warszawa,185cm,74kg,63,74,CB,€975K,€2K,1 
257886,A. Pyrka,18,Poland,Piast Gliwice,177cm,73kg,63,76,CAM,€1.1M,€700,1 
259422,Nico Serrano,18,Spain,Athletic Club de Bilbao,178cm,72kg,63,81,LW,€1.2M,€2K,1 
213855,M. Flis,27,Poland,PGE FKS Stal Mielec,185cm,75kg,63,64,CB,€475K,€950,1 
240735,A. Dini,25,Italy,Parma,184cm,75kg,63,69,GK,€600K,€5K,1 
251999,Luís Phelipe,20,Brazil,FC Lugano,187cm,75kg,63,74,RM,€1.1M,€5K,1 
257375,Esteve,24,Spain,FC Cartagena,183cm,79kg,63,71,GK,€925K,€1K,1 
257887,M. Czyżycki,23,Poland,Warta Poznań,175cm,72kg,63,67,CAM,€700K,€900,1 
262496,Iñigo Orozco,28,Spain,SD Amorebieta,192cm,80kg,63,63,ST,€500K,€2K,1 
258400,M. Schikora,26,Germany,FSV Zwickau,181cm,76kg,63,66,CDM,€575K,€700,1 
244321,D. Mullen,26,Scotland,Dundee FC,177cm,63kg,63,65,ST,€600K,€2K,1 
188001,Zé Eduardo,29,Brazil,Sandefjord Fotball,186cm,87kg,63,63,CAM,€475K,€1K,1 
199010,A. Boyle,30,Republic of Ireland,Dundalk FC,178cm,78kg,63,63,CB,€400K,€850,1 
227682,G. Lapslie,23,England,Mansfield Town,180cm,74kg,63,69,CM,€750K,€4K,1 
233570,C. Algarañaz,25,Bolivia,Club Always Ready,175cm,76kg,63,66,ST,€650K,€500,1 
243810,L. Ingolotti,21,Argentina,Club Atlético Aldosivi,184cm,84kg,63,76,GK,€1M,€1K,1 
247138,Fran Navarro,23,Spain,Gil Vicente FC,179cm,71kg,63,72,ST,€1.1M,€2K,1 
253794,L. Falcón,32,Venezuela,Metropolitanos de Caracas FC,182cm,75kg,63,63,CB,€300K,€500,1 
259170,Rodrigo Gomes,17,Portugal,SC Braga,171cm,66kg,63,83,ST,€1.3M,€650,1 
192611,S. Yatabaré,32,Mali,Valenciennes FC,190cm,83kg,63,63,CDM,€375K,€2K,1 
218212,A. Noppert,27,Netherlands,Go Ahead Eagles,203cm,94kg,63,67,GK,€500K,€2K,1 
219492,M. de Iriondo,28,Argentina,Grenoble Foot 38,179cm,75kg,63,64,CB,€475K,€2K,1 
236388,J. Garrick,22,Jamaica,Swansea City,179cm,77kg,63,70,RW,€975K,€5K,1 
245092,G. Kilama,22,Cameroon,Chamois Niortais Football Club,182cm,80kg,63,73,CB,€1M,€1K,1 
254820,D. Kocyła,18,Poland,Wisła Płock,180cm,66kg,63,76,RM,€1.1M,€500,1 
256868,D. Boudaud,34,France,USL Dunkerque,173cm,70kg,63,63,CAM,€230K,€2K,1 
202341,M. Pérez,28,Mexico,Mazatlán Futbol Club,171cm,63kg,63,63,CAM,€475K,€3K,1 
208229,A. Kurdi,29,Saudi Arabia,Al Hilal,179cm,75kg,63,63,RB,€425K,€7K,1 
213093,J. Clisby,29,Australia,Perth Glory,180cm,72kg,63,63,LB,€425K,€1K,1 
250725,M. Diarra,20,France,Toulouse Football Club,183cm,69kg,63,76,LWB,€1.1M,€1K,1 
253541,A. Fuentes,21,Peru,Carlos A. Mannucci,185cm,76kg,63,68,CB,€700K,€500,1 
258149,A. Cantero,23,Argentina,Godoy Cruz,184cm,80kg,63,70,ST,€975K,€2K,1 
258917,Francisco Teixeira,23,Portugal,Belenenses SAD,177cm,73kg,63,72,CAM,€1.1M,€1K,1 
259685,Á. Cayetano,30,Uruguay,Cerro Largo Fútbol Club,188cm,94kg,63,63,CDM,€400K,€500,1 
260197,N. Kamifukumoto,31,Japan,Tokushima Vortis,182cm,76kg,63,63,GK,€250K,€850,1 
200294,Edu García,31,Spain,Hyderabad FC,181cm,74kg,63,63,RM,€400K,€500,1 
228454,M. Ofkir,24,Norway,Sarpsborg 08 FF,178cm,71kg,63,66,RM,€650K,€1K,1 
237414,W. Popp,26,Japan,Oita Trinita,192cm,86kg,63,66,GK,€475K,€850,1 
238694,L. Röser,27,Germany,1. FC Kaiserslautern,184cm,80kg,63,63,ST,€525K,€1K,1 
262503,Unai Veiga,22,Spain,Unión Deportiva Las Palmas,189cm,84kg,63,74,CAM,€1.1M,€2K,1 
217191,O. Threlkeld,27,England,Bradford City,182cm,75kg,63,63,RB,€475K,€4K,1 
225383,H. Charsley,24,Republic of Ireland,Mansfield Town,175cm,64kg,63,69,CAM,€750K,€4K,1 
233575,J. Saksela,28,Finland,HJK Helsinki,184cm,80kg,63,63,RB,€425K,€500,1 
253543,L. Guerra,24,Venezuela,CD Antofagasta,166cm,61kg,63,69,RM,€750K,€900,1 
255079,Y. Obata,19,Japan,Vegalta Sendai,183cm,79kg,63,77,GK,€1M,€500,1 
224616,Li Shenglong,28,China PR,Shanghai Port FC,181cm,75kg,63,63,ST,€500K,€6K,1 
231016,Ian Soler,25,Spain,Zagłębie Lubin,188cm,80kg,63,68,CB,€625K,€2K,1 
256104,T. Tessmann,19,United States,Venezia FC,188cm,86kg,63,78,CM,€1.1M,€2K,1 
191848,W. Abdullah,35,Saudi Arabia,Al Nassr,196cm,86kg,63,63,GK,€50K,€4K,1 
215657,M. Lauritsen,28,Denmark,Viborg FF,195cm,88kg,63,63,CB,€425K,€2K,1 
221801,Liao Lisheng,28,China PR,Guangzhou FC,178cm,66kg,63,63,CM,€475K,€5K,1 
230505,Fachendinho,29,Brazil,Santos,181cm,74kg,63,63,ST,€475K,€6K,1 
245865,S. Bajic,19,France,AS Saint-Étienne,191cm,84kg,63,79,GK,€1.1M,€2K,1 
261993,Álex Suárez Cardero,17,Spain,Real Oviedo,178cm,70kg,63,82,CAM,€1.2M,€500,1 
197226,S. Bertram,30,Germany,VfL Osnabrück,183cm,82kg,63,63,LW,€475K,€1K,1 
209002,S. Mandé,28,Côte d'Ivoire,Odense Boldklub,193cm,82kg,63,64,GK,€375K,€2K,1 
214634,J. Hessenthaler,27,England,Crawley Town,176cm,64kg,63,64,CDM,€550K,€3K,1 
190826,M. Hornschuh,30,Germany,FC Zürich,188cm,82kg,63,63,CB,€400K,€4K,1 
260202,F. Oncoy,20,Peru,FBC Melgar,180cm,67kg,63,72,CM,€1M,€500,1 
262507,Iñaki Recio,21,Spain,Real Sociedad B,178cm,75kg,63,73,LB,€1M,€1K,1 
218731,A. Rambal,28,Colombia,Club Always Ready,183cm,70kg,63,65,CB,€475K,€500,1 
223851,A. Peña,32,Uruguay,Montevideo City Torque,182cm,75kg,63,63,RWB,€375K,€500,1 
225387,L. Page,25,England,Harrogate Town,178cm,72kg,63,68,LB,€650K,€2K,1 
227947,R. Hendry,23,Scotland,Forest Green Rovers,176cm,73kg,63,68,CAM,€675K,€3K,1 
238699,K. Kunz,29,Germany,SSV Jahn Regensburg,190cm,89kg,63,64,GK,€375K,€2K,1 
251499,T. Sabitzer,20,Austria,WSG Tirol,182cm,78kg,63,71,RM,€1.1M,€5K,1 
259179,Kike Saverio,22,Ecuador,SD Ponferradina,178cm,73kg,63,73,LW,€1.1M,€5K,1 
196972,L. Sætra,29,Norway,Kalmar FF,195cm,90kg,63,63,CB,€400K,€1K,1 
262508,Ander Martín,20,Spain,Real Sociedad B,177cm,74kg,63,75,LM,€1.2M,€1K,1 
198252,C. Clay,29,England,Leyton Orient,180cm,73kg,63,63,CM,€475K,€4K,1 
200812,M. Ehmer,29,Germany,Gillingham,189cm,93kg,63,63,CB,€400K,€2K,1 
227948,F. Kelleher,25,Republic of Ireland,Bradford City,190cm,80kg,63,66,CB,€575K,€4K,1 
238188,L. McCormick,22,England,AFC Wimbledon,180cm,74kg,63,72,RM,€1.1M,€2K,1 
239468,B. Çağıran,26,Turkey,Yeni Malatyaspor,176cm,64kg,63,66,CDM,€575K,€3K,1 
244076,Y. Otto,22,Germany,Eintracht Braunschweig,180cm,71kg,63,70,CAM,€975K,€1K,1 
245100,M. Awoudja,23,Germany,WSG Tirol,188cm,81kg,63,72,CB,€1M,€4K,1 
245612,E. Katayama,29,Japan,Shimizu S-Pulse,180cm,77kg,63,63,LB,€425K,€1K,1 
247404,P. Cárdenas,21,Chile,Club de Deportes Cobresal,177cm,78kg,63,73,CDM,€1M,€550,1 
251500,P. Koronkiewicz,30,Germany,Viktoria Köln,185cm,77kg,63,63,RB,€425K,€1K,1 
262765,N. Tasky,30,Germany,TSV Havelse,194cm,87kg,63,63,CB,€400K,€500,1 
213869,K. Rocheteau,27,France,USL Dunkerque,179cm,71kg,63,63,LM,€500K,€2K,1 
222829,S. Brodersen,24,Germany,Yokohama FC,188cm,83kg,63,68,GK,€575K,€700,1 
242541,C. Brown,23,Northern Ireland,Cardiff City,185cm,76kg,63,70,CB,€900K,€6K,1 
262766,T. Fölster,27,Germany,TSV Havelse,187cm,75kg,63,65,CB,€500K,€500,1 
252526,D. Males,20,Switzerland,FC Basel 1893,185cm,76kg,63,80,CAM,€1.3M,€11K,1 
217199,P. Matricardi,27,Argentina,Gaz Metan Mediaş,189cm,85kg,63,66,CB,€550K,€2K,1 
236143,Adrián Rocheira,25,Brazil,Cuiabá,182cm,73kg,63,63,CDM,€475K,€3K,1 
250991,L. Bell Bell,24,Cameroon,1. FC Magdeburg,180cm,74kg,63,67,LM,€650K,€900,1 
260207,K. Uchida,28,Japan,Tokushima Vortis,175cm,69kg,63,64,CB,€450K,€1K,1 
260719,I. Dunga,28,Kenya,Sagan Tosu,189cm,77kg,63,63,ST,€500K,€1K,1 
240496,L. Gibson,20,England,Sheffield Wednesday,185cm,73kg,63,76,CB,€1.1M,€9K,1 
251760,M. Rodin,25,Bosnia and Herzegovina,Cracovia,193cm,80kg,63,68,CB,€625K,€2K,1 
257136,O. Traoré,23,Germany,VfL Osnabrück,187cm,77kg,63,68,RWB,€675K,€1K,1 
262513,Karrikaburu,18,Spain,Real Sociedad B,180cm,75kg,63,82,ST,€1.2M,€750,1 
263281,J. Bongard,19,Germany,Borussia Mönchengladbach,196cm,84kg,63,79,CB,€1.2M,€3K,1 
218737,Gabriel,33,Brazil,Gaz Metan Mediaş,176cm,70kg,63,63,CDM,€240K,€2K,1 
259697,L. Colmán,28,Paraguay,Guaireña FC,176cm,78kg,63,63,CB,€425K,€500,1 
261233,J. Hurtado,19,Ecuador,Independiente del Valle,178cm,69kg,63,78,RB,€1.1M,€500,1 
